fid,building_volume,population_density,greenhouse_coverage,road_density,light_pollution,city
4257,332067.0,131.02762,0.0,22.94639,103.0,Amsterdam
4258,568592.125,89.66087,0.0,21.24603,167.0,Amsterdam
4259,362228.84375,225.74188,0.0,18.08614,135.0,Amsterdam
4260,19208.95313,21.46207,0.0,13.27159,56.0,Amsterdam
4261,0.0,7.15402,0.0,14.80322,56.0,Amsterdam
4262,0.0,0.0,0.0,5.42031,45.0,Amsterdam
4263,0.0,0.0,0.0,12.26897,52.0,Amsterdam
4264,16378.88867,24.40417,0.0,17.0818,51.0,Amsterdam
4265,9364.57422,71.3604,0.0,12.78607,31.0,Amsterdam
4266,0.0,0.0,0.0,8.90896,31.0,Amsterdam
4267,0.0,0.0,0.0,6.9496,27.0,Amsterdam
4268,0.0,0.0,0.0,1.94692,43.0,Amsterdam
4269,0.0,0.0,0.0,9.99496,112.0,Amsterdam
4270,1066596.75,523.79596,0.0,37.96721,189.0,Amsterdam
4271,1239126.125,279.33185,0.0,47.76953,189.0,Amsterdam
4272,163163.25,211.84111,0.0,55.6209,166.0,Amsterdam
4273,101394.13281,224.45988,0.0,31.11045,118.0,Amsterdam
4274,237322.25,102.48866,0.0,17.44779,170.0,Amsterdam
4275,128378.85938,19.20689,0.0,11.21319,121.0,Amsterdam
4276,386.87192,0.0,0.0,0.22334,121.0,Amsterdam
4277,0.0,14.42665,0.0,6.74506,49.0,Amsterdam
4278,1617.1665,0.0,0.0,1.99467,33.0,Amsterdam
4279,71963.77344,57.23219,0.0,5.42528,33.0,Amsterdam
4280,0.0,0.0,0.0,2.25858,30.0,Amsterdam
4281,0.0,0.0,0.0,8.80101,49.0,Amsterdam
4282,0.0,0.0,0.0,11.02167,99.0,Amsterdam
4283,290939.28125,19.20689,0.0,27.43605,136.0,Amsterdam
4284,175038.92188,165.36092,0.0,38.68319,136.0,Amsterdam
4285,210112.9375,668.83533,0.0,67.62273,142.0,Amsterdam
4286,505957.0625,726.95343,0.0,65.31577,152.0,Amsterdam
4287,414075.8125,358.34924,0.0,46.77739,155.0,Amsterdam
4288,458602.96875,415.7807,0.0,78.46917,125.0,Amsterdam
4289,376405.6875,544.71545,0.0,64.49331,91.0,Amsterdam
4290,52312.22656,50.07817,0.0,44.88584,91.0,Amsterdam
4291,0.0,0.0,0.0,22.55845,59.0,Amsterdam
4292,0.0,0.0,0.0,3.77628,35.0,Amsterdam
4293,0.0,0.0,0.0,3.10763,31.0,Amsterdam
4294,0.0,0.0,0.0,0.63832,40.0,Amsterdam
4295,32376.07227,68.19469,0.0,9.68294,40.0,Amsterdam
4296,245754.26563,53.42373,0.0,26.9392,74.0,Amsterdam
4297,339648.90625,215.53192,0.0,59.62785,135.0,Amsterdam
4298,395491.125,600.06281,0.0,31.06013,189.0,Amsterdam
4299,1236880.0,249.38876,0.0,46.64254,142.0,Amsterdam
4300,348004.90625,479.86246,0.0,36.38525,142.0,Amsterdam
4301,245335.79688,748.91077,0.0,35.21594,104.0,Amsterdam
4302,20814.80664,41.75544,0.0,37.08309,86.0,Amsterdam
4303,55309.72656,78.69427,0.0,13.12552,71.0,Amsterdam
4304,30693.04688,21.58067,0.0,1.72541,60.0,Amsterdam
4305,53115.39453,123.55936,0.0,21.31079,59.0,Amsterdam
4306,20649.68555,28.7347,0.0,5.32966,59.0,Amsterdam
4307,1542.52686,35.77012,0.0,15.6111,54.0,Amsterdam
4308,0.0,0.0,0.0,2.4697,57.0,Amsterdam
4309,0.0,18.0647,0.0,,56.0,Amsterdam
4310,0.0,0.0,0.0,,56.0,Amsterdam
4311,0.0,0.0,0.0,,37.0,Amsterdam
4312,0.0,0.0,0.0,,26.0,Amsterdam
4313,0.0,0.0,0.0,,22.0,Amsterdam
4314,5149.44385,10.86991,0.0,,27.0,Amsterdam
4315,18156.59766,27.33776,0.0,,27.0,Amsterdam
4316,26891.76563,0.0,0.0,,24.0,Amsterdam
4317,1551.40759,10.32266,0.0,,20.0,Amsterdam
4318,4631.44238,44.05927,0.0,,23.0,Amsterdam
4319,0.0,19.16712,0.0,,31.0,Amsterdam
4320,5392.08105,29.75599,0.0,,45.0,Amsterdam
4321,28342.20117,64.95786,0.0,,45.0,Amsterdam
4322,10440.4707,13.14674,0.0,,63.0,Amsterdam
4323,55862.33984,73.82516,0.0,1.1963,85.0,Amsterdam
4324,23448.12695,23.74557,0.0,,65.0,Amsterdam
4325,0.0,0.0,0.0,,38.0,Amsterdam
4326,0.0,0.0,0.0,,38.0,Amsterdam
4327,0.0,0.0,0.0,5.53462,78.0,Amsterdam
4328,152878.42188,923.65112,0.0,35.13037,167.0,Amsterdam
4329,428243.5625,1468.2937,0.0,37.98691,205.0,Amsterdam
4330,595393.75,1159.94128,0.0,41.34818,169.0,Amsterdam
4331,181925.78125,776.99628,0.0,37.65479,169.0,Amsterdam
4332,248306.70313,69.79922,0.0,13.1344,108.0,Amsterdam
4333,5682990.0,694.99683,0.0,40.13388,142.0,Amsterdam
4334,395400.75,595.36835,0.0,57.03912,258.0,Amsterdam
4335,766029.0625,874.96411,0.0,39.73267,271.0,Amsterdam
4336,597784.9375,827.97644,0.0,58.31424,271.0,Amsterdam
4337,249335.04688,889.65179,0.0,51.06263,208.0,Amsterdam
4338,810592.375,634.60217,0.0,49.94807,154.0,Amsterdam
4339,87699.625,368.54745,0.0,36.22595,190.0,Amsterdam
4340,536563.0625,785.12231,0.0,34.916,205.0,Amsterdam
4341,2197.84473,109.28951,0.0,17.55534,147.0,Amsterdam
4342,127.91879,1.49132,0.0,17.10466,147.0,Amsterdam
4343,0.0,0.0,0.0,31.77784,128.0,Amsterdam
4344,289956.875,303.31653,0.0,53.48531,151.0,Amsterdam
4345,584503.875,135.55598,0.0,45.97364,130.0,Amsterdam
4346,57464.08594,19.85379,0.0,15.33579,86.0,Amsterdam
4347,2705.73486,219.14885,0.0,19.4666,86.0,Amsterdam
4348,840889.9375,98.87466,0.0,42.88018,154.0,Amsterdam
4349,2906.44458,2.21194,0.0,8.36564,44.0,Amsterdam
4350,0.0,0.0,0.0,5.23639,42.0,Amsterdam
4351,13311.00195,28.96805,0.0,6.26807,41.0,Amsterdam
4352,5402.20996,31.4554,0.0,5.14247,36.0,Amsterdam
4353,0.0,0.0,0.0,6.37642,36.0,Amsterdam
4354,32615.96484,83.99793,0.0,9.03323,32.0,Amsterdam
4355,1037.72876,36.84887,0.0,10.21554,27.0,Amsterdam
4356,0.0,0.0,0.0,10.20629,25.0,Amsterdam
4357,0.0,0.0,0.0,6.75662,23.0,Amsterdam
4358,0.0,0.0,0.0,4.86424,22.0,Amsterdam
4359,0.0,0.0,0.0,4.27707,22.0,Amsterdam
4360,313.65121,32.95822,0.0,,21.0,Amsterdam
4361,12042.56836,164.7912,0.0,8.17453,20.0,Amsterdam
4362,0.0,10.98607,0.0,4.73653,20.0,Amsterdam
4363,0.0,0.0,0.0,0.21242,23.0,Amsterdam
4364,10531.24121,32.95822,0.0,6.70623,23.0,Amsterdam
4365,14857.27148,46.26802,0.0,7.82774,22.0,Amsterdam
4366,4621.15234,47.60919,0.0,8.88236,20.0,Amsterdam
4367,0.0,0.0,0.0,5.6313,17.0,Amsterdam
4368,0.0,0.0,0.0,7.47151,34.0,Amsterdam
4369,2076.83813,0.0,0.0,2.70731,32.0,Amsterdam
4370,16475.05273,195.61113,0.0,7.82527,32.0,Amsterdam
4371,200.34433,107.72254,0.0,11.06417,31.0,Amsterdam
4372,4696.57275,72.62614,0.0,5.44547,27.0,Amsterdam
4373,0.0,10.98607,0.0,1.55223,25.0,Amsterdam
4374,0.0,0.0,0.0,2.78971,21.0,Amsterdam
4375,0.0,0.0,0.0,3.01849,21.0,Amsterdam
4376,0.0,0.0,0.0,6.32148,21.0,Amsterdam
4377,0.0,0.0,0.0,3.67909,20.0,Amsterdam
4378,3704.30591,10.98607,0.0,2.13177,19.0,Amsterdam
4379,4987.86768,32.95822,0.0,5.20863,19.0,Amsterdam
4380,0.0,0.0,0.0,2.82831,22.0,Amsterdam
4381,3401.63599,4.07723,0.0,4.74204,22.0,Amsterdam
4382,14946.91699,15.73075,0.0,5.43903,24.0,Amsterdam
4383,10167.58887,75.63893,0.0,8.55993,25.0,Amsterdam
4384,0.0,0.0,0.0,4.95738,20.0,Amsterdam
4385,8932.06934,75.34615,0.0,10.29964,17.0,Amsterdam
4386,0.0,0.0,0.0,7.75474,17.0,Amsterdam
4387,0.0,0.0,0.0,4.21898,14.0,Amsterdam
4388,16775.07422,60.65557,0.0,5.19884,15.0,Amsterdam
4389,16945.20313,92.23855,0.0,6.08631,16.0,Amsterdam
4390,0.0,3.13942,0.0,3.64204,15.0,Amsterdam
4391,0.0,0.0,0.0,1.3117,15.0,Amsterdam
4392,9115.12598,71.26913,0.0,6.86618,14.0,Amsterdam
4393,13883.1582,15.69711,0.0,1.37883,14.0,Amsterdam
4394,1950.45044,18.83654,0.0,7.22601,15.0,Amsterdam
4395,0.0,0.0,0.0,,16.0,Amsterdam
4396,0.0,0.0,0.0,1.03057,18.0,Amsterdam
4397,0.0,0.0,0.0,4.1621,18.0,Amsterdam
4398,17209.5625,157.27533,0.01836,15.21245,36.0,Amsterdam
4399,513495.84375,0.0,0.0,28.80206,142.0,Amsterdam
4400,2252332.25,63.77825,0.0,31.349,148.0,Amsterdam
4401,0.0,0.0,0.0,19.09291,92.0,Amsterdam
4402,69255.88281,38.93954,0.0,15.63183,95.0,Amsterdam
4403,28600.37695,90.72143,0.0,23.09096,98.0,Amsterdam
4404,1334.26416,25.28085,0.0,14.27819,105.0,Amsterdam
4405,4335.79736,50.7827,0.0,36.54492,131.0,Amsterdam
4406,0.0,0.0,0.0,13.60505,131.0,Amsterdam
4407,239281.46875,623.3905,0.0,30.84723,142.0,Amsterdam
4408,27333.45508,88.39598,0.0,23.94602,116.0,Amsterdam
4409,2118.37061,31.39423,0.0,10.27159,15.0,Amsterdam
4410,0.0,23.54569,0.0,6.27411,15.0,Amsterdam
4411,0.0,3.13942,0.0,2.99067,14.0,Amsterdam
4412,13481.5918,34.3941,0.0,5.59887,15.0,Amsterdam
4413,0.0,14.89907,0.0,5.06828,16.0,Amsterdam
4414,0.0,0.0,0.0,1.9063,16.0,Amsterdam
4415,4634.90625,18.83654,0.0,5.48894,16.0,Amsterdam
4416,189.35654,0.63209,0.0,3.72759,16.0,Amsterdam
4417,9052.32422,3.47023,0.0,0.09329,15.0,Amsterdam
4418,10460.86523,29.49372,0.0,4.86178,16.0,Amsterdam
4419,0.0,0.0,0.0,1.31265,17.0,Amsterdam
4420,0.0,0.0,0.0,4.86484,20.0,Amsterdam
4421,10256.43359,28.38731,0.0,,26.0,Amsterdam
4422,0.0,0.0,0.0,,20.0,Amsterdam
4423,0.0,4.65906,0.0,,23.0,Amsterdam
4424,123038.63281,83.87267,0.0,,35.0,Amsterdam
4425,196601.60938,176.02104,0.0,,35.0,Amsterdam
4426,0.0,5.16133,0.0,,30.0,Amsterdam
4427,2742.40503,0.0,0.0,,25.0,Amsterdam
4428,27748.40039,79.62308,0.0,,26.0,Amsterdam
4429,16568.20508,77.04404,0.0,,27.0,Amsterdam
4430,0.0,14.96439,0.0,,33.0,Amsterdam
4431,0.0,9.35717,0.0,,33.0,Amsterdam
4432,0.0,3.02655,0.0,,42.0,Amsterdam
4433,0.0,0.0,0.0,,50.0,Amsterdam
4434,41288.38672,69.15834,0.0,,38.0,Amsterdam
4435,40062.04688,7.74199,0.0,,31.0,Amsterdam
4436,0.0,0.0,0.0,,31.0,Amsterdam
4437,0.0,0.0,0.0,1.78013,75.0,Amsterdam
4438,395398.90625,1443.05396,0.0,46.83487,156.0,Amsterdam
4439,361230.8125,1518.72559,0.0,50.56081,208.0,Amsterdam
4440,786115.75,1637.59692,0.0,42.36936,161.0,Amsterdam
4441,194982.45313,629.44275,0.0,30.00082,161.0,Amsterdam
4442,0.0,0.0,0.0,2.55327,99.0,Amsterdam
4443,337153.53125,124.64169,0.0,41.22009,124.0,Amsterdam
4444,148645.15625,325.71368,0.0,55.0085,226.0,Amsterdam
4445,156238.32813,463.96082,0.0,44.881,228.0,Amsterdam
4446,1092684.0,1150.48413,0.0,45.85579,228.0,Amsterdam
4447,44181.86719,444.52261,0.0,30.35818,162.0,Amsterdam
4448,27103.68945,111.9951,0.0,29.79744,103.0,Amsterdam
4449,502.73004,0.0,0.0,,51.0,Amsterdam
4450,0.0,24.0565,0.0,4.04948,100.0,Amsterdam
4451,183040.5,405.64764,0.0,28.16075,132.0,Amsterdam
4452,149540.0625,323.75687,0.0,2.39239,311.0,Amsterdam
4453,163665.73438,653.40143,0.0,21.63467,388.0,Amsterdam
4454,154415.0,308.60632,0.0,37.07359,264.0,Amsterdam
4455,113741.84375,149.81586,0.0,10.72467,264.0,Amsterdam
4456,3101.3855,43.4278,0.0,4.45379,252.0,Amsterdam
4457,0.0,0.0,0.0,,175.0,Amsterdam
4458,658729.8125,172.85693,0.0,17.63295,181.0,Amsterdam
4459,415378.90625,82.47747,0.0,47.51073,237.0,Amsterdam
4460,2264157.5,76.03004,0.0,24.96423,242.0,Amsterdam
4461,1278024.5,93.20487,0.0,34.83627,242.0,Amsterdam
4462,279747.09375,237.30975,0.0,10.93352,221.0,Amsterdam
4463,332344.78125,146.92447,0.0,31.01088,207.0,Amsterdam
4464,85707.88281,161.41995,0.0,18.01289,186.0,Amsterdam
4465,97562.34375,292.98447,0.0,11.08636,179.0,Amsterdam
4466,348301.25,354.16187,0.0,13.07066,179.0,Amsterdam
4467,106646.35938,129.95366,0.0,4.1372,212.0,Amsterdam
4468,320626.9375,253.83772,0.0,25.35192,280.0,Amsterdam
4469,601106.3125,119.95646,0.0,24.44339,331.0,Amsterdam
4470,299.39642,0.31291,0.0,3.32259,92.0,Amsterdam
4471,134524.26563,260.65561,0.0,4.12711,117.0,Amsterdam
4472,392480.625,498.29623,0.0,30.21616,121.0,Amsterdam
4473,86912.67188,245.96461,0.0,19.18007,121.0,Amsterdam
4474,93871.90625,117.22147,0.0,5.0047,112.0,Amsterdam
4475,149715.625,157.60576,0.0,11.33572,140.0,Amsterdam
4476,1167870.375,423.46542,0.0,9.46005,204.0,Amsterdam
4477,542921.375,290.14301,0.0,21.73615,283.0,Amsterdam
4478,72250.98438,149.74042,0.0,30.24713,322.0,Amsterdam
4479,623710.1875,139.69344,0.0,22.66286,322.0,Amsterdam
4480,625737.875,123.4202,0.0,11.14003,285.0,Amsterdam
4481,352112.40625,256.05545,0.0,19.13924,233.0,Amsterdam
4482,1240148.75,457.10416,0.0,51.18359,195.0,Amsterdam
4483,361742.21875,593.87677,0.0,49.8762,163.0,Amsterdam
4484,276868.78125,390.55554,0.0,20.64414,163.0,Amsterdam
4485,315919.53125,304.45947,0.0,6.18118,138.0,Amsterdam
4486,87175.53125,58.29817,0.0,0.7902,136.0,Amsterdam
4487,887081.625,43.91897,0.0,6.24879,220.0,Amsterdam
4488,26482.73438,2.26189,0.0,9.42302,332.0,Amsterdam
4489,142593.65625,115.79615,0.0,22.57409,332.0,Amsterdam
4490,814174.3125,57.36813,0.0,28.75207,381.0,Amsterdam
4491,289776.375,28.6161,0.0,8.35594,278.0,Amsterdam
4492,0.0,7.15402,0.0,0.71919,161.0,Amsterdam
4493,0.0,0.0,0.0,3.36744,104.0,Amsterdam
4494,0.0,0.0,0.0,2.28281,104.0,Amsterdam
4495,0.0,112.25737,0.0,2.35995,110.0,Amsterdam
4496,489.36475,114.73087,0.0,28.11598,269.0,Amsterdam
4497,913282.6875,64.68248,0.0,30.99026,364.0,Amsterdam
4498,324393.0,451.8165,0.0,7.30609,136.0,Amsterdam
4499,240559.92188,475.69672,0.0,15.13618,141.0,Amsterdam
4500,321111.53125,884.9306,0.0,41.04746,136.0,Amsterdam
4501,154788.625,338.26675,0.0,31.77078,136.0,Amsterdam
4502,53669.45703,399.15494,0.0,19.60357,117.0,Amsterdam
4503,800.59991,41.39658,0.0,17.36664,125.0,Amsterdam
4504,855933.3125,311.27542,0.0,12.23458,211.0,Amsterdam
4505,1241592.875,329.97763,0.0,21.17573,293.0,Amsterdam
4506,964275.9375,71.29323,0.0,35.25549,299.0,Amsterdam
4507,261902.89063,76.53705,0.0,6.66291,299.0,Amsterdam
4508,327284.21875,75.99098,0.0,12.46473,259.0,Amsterdam
4509,501216.53125,191.72392,0.0,20.20639,242.0,Amsterdam
4510,305778.0,94.94971,0.0,27.22206,207.0,Amsterdam
4511,351566.625,380.53827,0.0,42.68674,177.0,Amsterdam
4512,402071.65625,571.84155,0.0,27.93592,177.0,Amsterdam
4513,72735.83594,293.20654,0.0,2.74812,148.0,Amsterdam
4514,6832.7373,60.37625,0.0,0.76064,166.0,Amsterdam
4515,153969.46875,171.27446,0.0,13.05314,282.0,Amsterdam
4516,1004592.0625,33.38984,0.0,30.76885,436.0,Amsterdam
4517,1756239.625,54.85855,0.0,13.86707,436.0,Amsterdam
4518,117091.57813,86.8249,0.0,11.87862,466.0,Amsterdam
4519,0.0,50.07817,0.0,1.0792,262.0,Amsterdam
4520,0.0,0.0,0.0,4.01152,148.0,Amsterdam
4521,0.0,0.0,0.0,0.92954,83.0,Amsterdam
4522,0.0,0.67384,0.0,,83.0,Amsterdam
4523,0.0,59.63229,0.0,3.03184,103.0,Amsterdam
4524,2160.46484,164.08301,0.0,26.0828,237.0,Amsterdam
4525,25941.74414,0.45388,0.0,24.29132,350.0,Amsterdam
4526,155308.5,1090.7157,0.0,45.022,123.0,Amsterdam
4527,5317.29199,76.6685,0.0,21.47786,123.0,Amsterdam
4528,232732.09375,440.70438,0.0,15.59824,188.0,Amsterdam
4529,380537.15625,1873.11292,0.0,19.97646,302.0,Amsterdam
4530,1261394.625,1303.48621,0.0,14.71138,423.0,Amsterdam
4531,348214.8125,1168.23523,0.0,24.80317,419.0,Amsterdam
4532,146479.10938,773.48895,0.0,6.09662,438.0,Amsterdam
4533,172450.54688,1045.52234,0.0,9.69432,438.0,Amsterdam
4534,67019.80469,647.41956,0.0,0.80211,549.0,Amsterdam
4535,114106.96875,727.24725,0.0,14.85693,529.0,Amsterdam
4536,319849.09375,853.15271,0.0,10.67731,377.0,Amsterdam
4537,47528.68359,298.36649,0.0,9.02412,265.0,Amsterdam
4538,211494.07813,629.5954,0.0,6.28651,265.0,Amsterdam
4539,213785.89063,37.63775,0.0,4.98775,195.0,Amsterdam
4540,194172.35938,528.74609,0.0,24.16541,144.0,Amsterdam
4541,74583.5,486.42477,0.0,12.45875,85.0,Amsterdam
4542,0.0,0.0,0.0,3.74797,44.0,Amsterdam
4543,0.0,0.0,0.0,0.60466,44.0,Amsterdam
4544,0.0,0.0,0.0,0.22609,32.0,Amsterdam
4545,0.0,0.0,0.0,4.58142,30.0,Amsterdam
4546,0.0,0.0,0.0,,29.0,Amsterdam
4547,0.0,0.0,0.0,,31.0,Amsterdam
4548,0.0,0.0,0.0,0.21346,31.0,Amsterdam
4549,0.0,0.0,0.0,3.21213,35.0,Amsterdam
4550,0.0,0.0,0.0,6.31054,41.0,Amsterdam
4551,18365.49805,73.76155,0.0,2.64337,53.0,Amsterdam
4552,0.0,27.76236,0.0,16.72053,63.0,Amsterdam
4553,35272.91016,71.70811,0.0,6.2883,54.0,Amsterdam
4554,4028.65552,9.61254,0.0,1.14577,54.0,Amsterdam
4555,0.0,0.0,0.0,4.04665,33.0,Amsterdam
4556,52.80508,5.97199,0.0,6.55931,34.0,Amsterdam
4557,0.0,0.0,0.0,,73.0,Amsterdam
4558,146330.53125,251.22269,0.0,18.5843,154.0,Amsterdam
4559,731523.875,907.07861,0.0,32.56108,154.0,Amsterdam
4560,459959.8125,782.72125,0.0,30.74474,171.0,Amsterdam
4561,128636.61719,858.52496,0.0,37.2594,111.0,Amsterdam
4562,420.7894,275.89496,0.0,15.74089,76.0,Amsterdam
4563,0.0,0.0,0.0,0.11615,65.0,Amsterdam
4564,17019.125,115.06167,0.0,2.19963,91.0,Amsterdam
4565,43989.64453,331.89963,0.0,11.05281,91.0,Amsterdam
4566,1620614.0,941.17731,0.0,53.36008,153.0,Amsterdam
4567,839153.25,618.02777,0.0,48.72039,201.0,Amsterdam
4568,854677.375,868.20343,0.0,51.23681,219.0,Amsterdam
4569,2812238.25,606.8692,0.0,38.13141,215.0,Amsterdam
4570,388746.96875,950.02527,0.0,41.8946,215.0,Amsterdam
4571,337084.625,723.7605,0.0,30.81721,177.0,Amsterdam
4572,320234.40625,608.93835,0.0,26.71406,162.0,Amsterdam
4573,372310.0625,669.22076,0.0,32.38341,155.0,Amsterdam
4574,257557.71875,708.23615,0.0,36.37166,146.0,Amsterdam
4575,331023.125,117.34771,0.0,17.56842,146.0,Amsterdam
4576,301499.625,194.05246,0.0,27.365,252.0,Amsterdam
4577,932319.0625,491.89966,0.0,26.10804,179.0,Amsterdam
4578,4453792.0,494.65103,0.0,9.93379,182.0,Amsterdam
4579,226479.39063,266.65121,0.0,15.83164,117.0,Amsterdam
4580,338745.0625,621.77277,0.0,43.54482,192.0,Amsterdam
4581,1043694.8125,482.14343,0.0,28.51392,208.0,Amsterdam
4582,377343.46875,694.03387,0.0,30.17618,150.0,Amsterdam
4583,96838.83594,199.19392,0.0,10.82548,150.0,Amsterdam
4584,11215.97949,165.91782,0.0,6.96712,85.0,Amsterdam
4585,138224.79688,763.38116,0.0,20.1438,60.0,Amsterdam
4586,0.0,0.0,0.0,1.42369,50.0,Amsterdam
4587,54081.94922,86.61189,0.0,21.68077,50.0,Amsterdam
4588,0.0,0.0,0.0,1.73636,67.0,Amsterdam
4589,12820.33594,21.83307,0.0,,31.0,Amsterdam
4590,57869.01563,127.21282,0.0,,23.0,Amsterdam
4591,13835.74121,51.22406,0.0,,20.0,Amsterdam
4592,64127.83594,42.7765,0.0,,26.0,Amsterdam
4593,31856.99414,72.18298,0.0,,33.0,Amsterdam
4594,103883.29688,164.6468,0.0,,33.0,Amsterdam
4595,43979.60547,104.08997,0.0,,34.0,Amsterdam
4596,64144.33594,84.97588,0.0,,29.0,Amsterdam
4597,19824.02539,106.74668,0.0,,26.0,Amsterdam
4598,14049.2168,20.64532,0.0,,23.0,Amsterdam
4599,18204.28906,45.4301,0.0,,23.0,Amsterdam
4600,0.0,0.0,0.0,,23.0,Amsterdam
4601,0.0,0.0,0.0,,25.0,Amsterdam
4602,2291.7854,0.0,0.0,,26.0,Amsterdam
4603,16556.68359,15.7578,0.0,,25.0,Amsterdam
4604,857.99359,12.62951,0.0,,28.0,Amsterdam
4605,0.0,0.0,0.0,,30.0,Amsterdam
4606,0.0,17.42746,0.0,6.86576,74.0,Amsterdam
4607,266826.4375,734.80438,0.0,40.28622,142.0,Amsterdam
4608,279090.78125,1772.17297,0.0,47.85638,200.0,Amsterdam
4609,318691.96875,2011.87964,0.0,41.13505,162.0,Amsterdam
4610,101050.67188,893.18781,0.0,27.8637,162.0,Amsterdam
4611,0.0,5.13211,0.0,2.84924,85.0,Amsterdam
4612,0.0,0.0,0.0,27.73333,117.0,Amsterdam
4613,3873.23315,175.77718,0.0,35.33118,188.0,Amsterdam
4614,133382.85938,201.49884,0.0,51.49071,191.0,Amsterdam
4615,28180.23047,365.5228,0.0,30.89027,191.0,Amsterdam
4616,13233.35352,139.72449,0.00668,20.64867,115.0,Amsterdam
4617,17082.29883,300.86481,0.0,27.23496,75.0,Amsterdam
4618,0.0,0.0,0.0,2.72464,30.0,Amsterdam
4619,0.0,0.0,0.0,5.88006,30.0,Amsterdam
4620,39992.73047,237.70988,0.0,7.365,30.0,Amsterdam
4621,129996.5,818.9873,0.0,9.04943,33.0,Amsterdam
4622,48612.56641,628.81757,0.0,17.63637,29.0,Amsterdam
4623,0.0,0.0,0.0,7.91185,25.0,Amsterdam
4624,0.0,0.0,0.0,1.73134,21.0,Amsterdam
4625,675.32703,43.94429,0.0,7.3017,19.0,Amsterdam
4626,0.0,0.0,0.0,1.73641,19.0,Amsterdam
4627,0.0,0.0,0.0,10.02064,18.0,Amsterdam
4628,0.0,0.0,0.0,12.19183,17.0,Amsterdam
4629,4822.09326,129.95659,0.0,23.16813,18.0,Amsterdam
4630,0.0,12.86237,0.0,27.08911,22.0,Amsterdam
4631,10441.76953,126.90809,0.0,8.2427,22.0,Amsterdam
4632,817.14056,3.13942,0.0,8.7949,31.0,Amsterdam
4633,35080.46094,165.79675,0.0,9.89562,34.0,Amsterdam
4634,181723.5625,335.27844,0.0,20.96625,24.0,Amsterdam
4635,32823.39844,136.31209,0.0,15.10969,18.0,Amsterdam
4636,0.0,0.0,0.0,8.41,18.0,Amsterdam
4637,0.0,0.0,0.0,3.0431,15.0,Amsterdam
4638,0.0,16.06591,0.0,0.08534,15.0,Amsterdam
4639,29295.57031,163.9032,0.0,5.04153,15.0,Amsterdam
4640,0.0,0.0,0.0,3.73383,14.0,Amsterdam
4641,0.0,0.0,0.0,1.58572,14.0,Amsterdam
4642,3064.77051,41.11801,0.0,6.6777,15.0,Amsterdam
4643,0.0,0.0,0.0,,14.0,Amsterdam
4644,15674.31934,21.97596,0.0,5.2316,15.0,Amsterdam
4645,22953.89258,63.44166,0.0,2.7973,16.0,Amsterdam
4646,356.20563,12.55769,0.0,3.11444,18.0,Amsterdam
4647,0.0,0.0,0.0,,18.0,Amsterdam
4648,0.0,0.0,0.0,0.05856,22.0,Amsterdam
4649,0.0,0.0,0.0,6.55035,25.0,Amsterdam
4650,52641.83984,265.80396,0.0,17.64154,34.0,Amsterdam
4651,3102928.75,72.71703,0.0,41.7397,169.0,Amsterdam
4652,1527390.125,171.11478,0.0,37.27904,140.0,Amsterdam
4653,243132.85938,76.90252,0.0,16.35948,140.0,Amsterdam
4654,47.4133,10.98607,0.0,20.90406,71.0,Amsterdam
4655,0.0,0.0,0.0,11.92529,65.0,Amsterdam
4656,83.24931,18.12781,0.0,13.93811,85.0,Amsterdam
4657,18557.43945,173.59627,0.0,19.82563,114.0,Amsterdam
4658,0.0,0.0,0.0,35.87702,114.0,Amsterdam
4659,27018.81836,155.48959,0.0,28.57063,116.0,Amsterdam
4660,0.0,19.49576,0.0,25.32662,85.0,Amsterdam
4661,0.0,0.0,0.0,1.5882,16.0,Amsterdam
4662,8729.66602,22.54838,0.0,4.36892,16.0,Amsterdam
4663,25811.16602,108.19361,0.0,8.30824,19.0,Amsterdam
4664,32786.67969,65.52972,0.0,2.35231,19.0,Amsterdam
4665,0.0,1.81745,0.0,,21.0,Amsterdam
4666,0.0,0.0,0.0,,24.0,Amsterdam
4667,1085.66675,10.01717,0.0,3.10731,31.0,Amsterdam
4668,3771.82178,43.77748,0.0,15.39689,107.0,Amsterdam
4669,166489.64063,1031.95313,0.0,23.15726,104.0,Amsterdam
4670,169597.98438,807.26733,0.0,28.97013,104.0,Amsterdam
4671,171497.15625,67.65635,0.0,11.80547,70.0,Amsterdam
4672,560.81293,22.18214,0.0,16.33465,64.0,Amsterdam
4673,17443.0293,84.72639,0.0,18.28452,90.0,Amsterdam
4674,43752.14063,290.14655,0.0,9.37275,99.0,Amsterdam
4675,14112.45605,166.82973,0.0,30.34218,99.0,Amsterdam
4676,0.0,0.0,0.0,23.78068,75.0,Amsterdam
4677,0.0,0.0,0.0,26.61452,58.0,Amsterdam
4678,437.16544,3.4205,0.0,22.09042,61.0,Amsterdam
4679,0.0,131.97646,0.0,18.43092,92.0,Amsterdam
4680,0.0,70.48925,0.0,38.36159,81.0,Amsterdam
4681,11683.77734,105.15105,0.0,15.56519,81.0,Amsterdam
4682,1333.23425,0.0,0.0,9.29061,56.0,Amsterdam
4683,54746.35547,119.14935,0.0,13.75026,72.0,Amsterdam
4684,2745429.5,218.43817,0.0,35.74665,192.0,Amsterdam
4685,3185587.25,56.21366,0.0,31.42741,192.0,Amsterdam
